,Hospital,Address,Coordinates
3333,埔心鄉埤脚村,"513, Taiwan, 彰化縣埔心鄉埤脚村","(23.9757307, 120.5178343)"
3334,永靖鄉永東村,"512, Taiwan, 彰化縣永靖鄉永東村","(23.9213499, 120.547698)"
3335,永靖鄉永西村,"512, Taiwan, 彰化縣永靖鄉永西村","(23.9234162, 120.5458992)"
3336,永靖鄉永南村,"512, Taiwan, 彰化縣永靖鄉永南村","(23.9171571, 120.5408624)"
3337,永靖鄉永北村,"512, Taiwan, 彰化縣永靖鄉永北村","(23.9251871, 120.5408624)"
3338,永靖鄉港西村,"512, Taiwan, 彰化縣永靖鄉港西村","(23.9111745, 120.5437406)"
3339,永靖鄉五福村,"512, Taiwan, 彰化縣永靖鄉五福村","(23.9058212, 120.5437406)"
3340,永靖鄉湳港村,"512, Taiwan, 彰化縣永靖鄉湳港村","(23.9146393, 120.5523748)"
3341,永靖鄉新莊村,"512, Taiwan, 彰化縣永靖鄉新莊村","(23.9080274, 120.5581307)"
3342,永靖鄉瑚璉村,"512, Taiwan, 彰化縣永靖鄉瑚璉村","(23.9259748, 120.5494968)"
3343,永靖鄉五汴村,"512, Taiwan, 彰化縣永靖鄉五汴村","(23.9347907, 120.5581307)"
3344,永靖鄉浮圳村,"512, Taiwan, 彰化縣永靖鄉浮圳村","(23.9160565, 120.5581307)"
3345,永靖鄉光雲村,"512, Taiwan, 彰化縣永靖鄉光雲村","(23.9267618, 120.5581307)"
3346,永靖鄉東寧村,"512, Taiwan, 彰化縣永靖鄉東寧村","(23.9174733, 120.5638863)"
3347,永靖鄉永興村,"512, Taiwan, 彰化縣永靖鄉永興村","(23.9215658, 120.5696416)"
3348,永靖鄉崙子村,"512, Taiwan, 彰化縣永靖鄉崙子村","(23.9329004, 120.566764)"
3349,永靖鄉獨鰲村,"512, Taiwan, 彰化縣永靖鄉獨鰲村","(23.9157389, 120.5351057)"
3350,永靖鄉敦厚村,"512, Taiwan, 彰化縣永靖鄉敦厚村","(23.9169973, 120.5293488)"
3351,永靖鄉崙美村,"512, Taiwan, 彰化縣永靖鄉崙美村","(23.9162074, 120.520713)"
3352,永靖鄉同安村,"512, Taiwan, 彰化縣永靖鄉同安村","(23.9277048, 120.5293488)"
3353,永靖鄉同仁村,"512, Taiwan, 彰化縣永靖鄉同仁村","(23.9275873, 120.5329469)"
3354,永靖鄉湳墘村,"512, Taiwan, 彰化縣永靖鄉湳墘村","(23.9343172, 120.5235917)"
3355,永靖鄉四芳村,"512, Taiwan, 彰化縣永靖鄉四芳村","(23.9269155, 120.520713)"
3356,永靖鄉福興村,"512, Taiwan, 彰化縣永靖鄉福興村","(23.9201423, 120.5149555)"
3357,永靖鄉竹子村,"512, Taiwan, 彰化縣永靖鄉竹子村","(23.9280122, 120.5034396)"
3358,社頭鄉社頭村,"511, Taiwan, 彰化縣社頭鄉社頭村","(23.9044058, 120.586906)"
3359,社頭鄉東興村,"511, Taiwan, 彰化縣社頭鄉東興村","(23.9000362, 120.5976951)"
3360,社頭鄉山湖村,"511, Taiwan, 彰化縣社頭鄉山湖村","(23.8977113, 120.6113599)"
3361,社頭鄉廣興村,"511, Taiwan, 彰化縣社頭鄉廣興村","(23.9003139, 120.5811515)"
3362,社頭鄉廣福村,"511, Taiwan, 彰化縣社頭鄉廣福村","(23.9078669, 120.5955373)"
3363,社頭鄉朝興村,"511, Taiwan, 彰化縣社頭鄉朝興村","(23.9071514, 120.617113)"
3364,社頭鄉仁雅村,"511, Taiwan, 彰化縣社頭鄉仁雅村","(23.8929157, 120.5782741)"
3365,社頭鄉橋頭村,"511, Taiwan, 彰化縣社頭鄉橋頭村","(23.9177848, 120.586906)"
3366,社頭鄉仁和村,"511, Taiwan, 彰化縣社頭鄉仁和村","(23.9128932, 120.6214277)"
3367,社頭鄉崙雅村,"511, Taiwan, 彰化縣社頭鄉崙雅","(23.88929, 120.586073)"
3368,社頭鄉湳底村,"511, Taiwan, 彰化縣社頭鄉湳底村","(23.9122776, 120.5753966)"
3369,社頭鄉泰安村,"511, Taiwan, 彰化縣社頭鄉泰安村","(23.9176124, 120.6243041)"
3370,社頭鄉新厝村,"511, Taiwan, 彰化縣社頭鄉新厝村","(23.9275071, 120.576116)"
3371,社頭鄉平和村,"511, Taiwan, 彰化縣社頭鄉平和村","(23.9151441, 120.6020104)"
3372,社頭鄉張厝村,"511, Taiwan, 彰化縣社頭鄉張厝村","(23.9011799, 120.5710804)"
3373,社頭鄉龍井村,"511, Taiwan, 彰化縣社頭鄉龍井村","(23.921114, 120.623585)"
3374,社頭鄉舊社村,"511, Taiwan, 彰化縣社頭鄉舊社村","(23.8977942, 120.5926603)"
3375,社頭鄉埤斗村,"511, Taiwan, 彰化縣社頭鄉埤斗村","(23.8839416, 120.6070448)"
3376,社頭鄉湳雅村,"511, Taiwan, 彰化縣社頭鄉湳雅村","(23.9234424, 120.6099215)"
3377,社頭鄉松竹村,"511, Taiwan, 彰化縣社頭鄉松竹村","(23.9079857, 120.591941)"
3378,社頭鄉清水村,"511, Taiwan, 彰化縣社頭鄉清水村","(23.8880323, 120.6127982)"
3379,社頭鄉協和村,"511, Taiwan, 彰化縣社頭鄉協和村","(23.9310772, 120.6056064)"
3380,二水鄉合和村,"530, Taiwan, 彰化縣二水鄉合和村","(23.834052, 120.6271805)"
3381,二水鄉上豊村,"530, Taiwan, 彰化縣二水鄉上豊村","(23.8243739, 120.6286186)"
3382,二水鄉過圳村,"530, Taiwan, 彰化縣二水鄉過圳村","(23.8088622, 120.5955373)"
3383,二水鄉五伯村,"530, Taiwan, 彰化縣二水鄉五伯村","(23.803394, 120.5991335)"
3384,二水鄉光化村,"530, Taiwan, 彰化縣二水鄉光化村","(23.8140248, 120.6178322)"
3385,二水鄉文化村,"530, Taiwan, 彰化縣二水鄉文化村","(23.8112321, 120.6214277)"
3386,二水鄉二水村,"530, Taiwan, 彰化縣二水鄉二水村","(23.7972977, 120.6056064)"
3387,二水鄉聖化村,"530, Taiwan, 彰化縣二水鄉聖化村","(23.8099128, 120.6167535)"
3388,二水鄉裕民村,"530, Taiwan, 彰化縣二水鄉裕民村","(23.8017874, 120.6156748)"
3389,二水鄉惠民村,"530, Taiwan, 彰化縣二水鄉惠民村","(23.8136728, 120.6286186)"
3390,二水鄉大園村,"530, Taiwan, 彰化縣二水鄉大園村","(23.805806, 120.6401231)"
3391,二林鎮香田里,"526, Taiwan, 彰化縣二林鎮香田里","(23.8742138, 120.3752561)"
3392,二林鎮外竹里,"526, Taiwan, 彰化縣二林鎮外竹里","(23.870462, 120.3925467)"
3393,二林鎮興華里,"526, Taiwan, 彰化縣二林鎮興華里","(23.886315, 120.3997504)"
3394,二林鎮東興里,"526, Taiwan, 彰化縣二林鎮東興里","(23.8877912, 120.3867834)"
3395,二林鎮後厝里,"526, Taiwan, 彰化縣二林鎮後厝里","(23.9026173, 120.3925467)"
3396,二林鎮豐田里,"526, Taiwan, 彰化縣二林鎮豐田里","(23.9133355, 120.3925467)"
3397,二林鎮頂厝里,"526, Taiwan, 彰化縣二林鎮頂厝里","(23.9376778, 120.3853425)"
3398,二林鎮趙甲里,"526, Taiwan, 彰化縣二林鎮趙甲里","(23.9314653, 120.3954282)"
3399,二林鎮振興里,"526, Taiwan, 彰化縣二林鎮振興里","(23.9738754, 120.409835)"
3400,二林鎮萬興里,"526, Taiwan, 彰化縣二林鎮萬興里","(23.958827, 120.4112756)"
3401,二林鎮永興里,"526, Taiwan, 彰化縣二林鎮永興里","(23.9511882, 120.4155972)"
3402,二林鎮西庄里,"526, Taiwan, Changhua County, Erlin Township, 泉西巷","(23.95783, 120.431397)"
3403,二林鎮梅芳里,"526, Taiwan, 彰化縣二林鎮梅芳里","(23.9367078, 120.4328824)"
3404,二林鎮華崙里,"526, Taiwan, 彰化縣二林鎮華崙里","(23.9436549, 120.4501653)"
3405,二林鎮東勢里,"526, Taiwan, 彰化縣二林鎮東勢里","(23.9152781, 120.4328824)"
3406,二林鎮萬合里,"526, Taiwan, 彰化縣二林鎮萬合里","(23.9297563, 120.4155972)"
3407,二林鎮大永里,"526, Taiwan, 彰化縣二林鎮大永里","(23.9124283, 120.4213592)"
3408,二林鎮原斗里,"526, Taiwan, 彰化縣二林鎮原斗里","(23.8963543, 120.4213592)"
3409,二林鎮西斗里,"526, Taiwan, 彰化縣二林鎮西斗里","(23.89886, 120.409835)"
3410,二林鎮東華里,"526, Taiwan, 彰化縣二林鎮東華里","(23.8818794, 120.4386437)"
3411,二林鎮復豐里,"526, Taiwan, 彰化縣二林鎮復豐里","(23.8887171, 120.4256805)"
3412,田尾鄉田尾村,"522, Taiwan, 彰化縣田尾鄉田尾村","(23.8968391, 120.5235917)"
3413,田尾鄉豐田村,"522, Taiwan, 彰化縣田尾鄉豐田村","(23.9040792, 120.5149555)"
3414,田尾鄉饒平村,"522, Taiwan, 彰化縣田尾鄉饒平村","(23.8885751, 120.5307881)"
3415,田尾鄉睦宜村,"522, Taiwan, 彰化縣田尾鄉睦宜村","(23.883545, 120.5538138)"
3416,田尾鄉福田村,"522, Taiwan, 彰化縣田尾鄉福田村","(23.8907106, 120.5638863)"
3417,田尾鄉新興村,"522, Taiwan, 彰化縣田尾鄉新興村","(23.8966926, 120.5610085)"
3418,田尾鄉北鎮村,"522, Taiwan, 彰化縣田尾鄉北鎮村","(23.9012569, 120.5523748)"
3419,田尾鄉南鎮村,"522, Taiwan, 彰化縣田尾鄉南鎮村","(23.8904336, 120.5559723)"
3420,田尾鄉新生村,"522, Taiwan, 彰化縣田尾鄉新生村","(23.8911799, 120.5494968)"
3421,田尾鄉南曾村,"522, Taiwan, 彰化縣田尾鄉南曾村","(23.8877132, 120.5408624)"
3422,田尾鄉北曾村,"522, Taiwan, 彰化縣田尾鄉北曾村","(23.8984202, 120.5408624)"
3423,田尾鄉溪畔村,"522, Taiwan, 彰化縣田尾鄉溪畔村","(23.9015285, 120.5358253)"
3424,田尾鄉打簾村,"522, Taiwan, 彰化縣田尾鄉打簾村","(23.9046367, 120.5307881)"
3425,田尾鄉柳鳳村,"522, Taiwan, 彰化縣田尾鄉柳鳳村","(23.9088049, 120.5178343)"
3426,田尾鄉陸豐村,"522, Taiwan, 彰化縣田尾鄉陸豐村","(23.9150211, 120.5077582)"
3427,田尾鄉海豐村,"522, Taiwan, 彰化縣田尾鄉海豐村","(23.9134369, 120.4904831)"
3428,田尾鄉仁里村,"522, Taiwan, 彰化縣田尾鄉仁里村","(23.9051722, 120.4976813)"
3429,田尾鄉新厝村,"522, Taiwan, 彰化縣田尾鄉新厝村","(23.9006099, 120.5063187)"
3430,田尾鄉溪頂村,"522, Taiwan, 彰化縣田尾鄉溪頂村","(23.8952551, 120.5063187)"
3431,田尾鄉正義村,"522, Taiwan, 彰化縣田尾鄉正義村","(23.8921135, 120.520713)"
3432,埤頭鄉和豊村,"523, Taiwan, 彰化縣埤頭鄉和豊村","(23.8866599, 120.4904831)"
3433,埤頭鄉興農村,"523, Taiwan, 彰化縣埤頭鄉興農村","(23.9075188, 120.4746455)"
3434,埤頭鄉埤頭村,"523, Taiwan, 彰化縣埤頭鄉埤頭村","(23.8914508, 120.4746455)"
3435,埤頭鄉豊崙村,"523, Taiwan, 彰化縣埤頭鄉豊崙村","(23.9197172, 120.461686)"
3436,埤頭鄉崙子村,"523, Taiwan, 彰化縣埤頭鄉崙子村","(23.90325, 120.4573659)"
3437,埤頭鄉永豊村,"523, Taiwan, 彰化縣埤頭鄉永豊村","(23.8970965, 120.4487252)"
3438,埤頭鄉合興村,"523, Taiwan, 彰化縣埤頭鄉合興村","(23.8834759, 120.4559258)"
3439,埤頭鄉平原村,"523, Taiwan, 彰化縣埤頭鄉平原村","(23.8873494, 120.4688858)"
3440,埤頭鄉崙腳村,"523, Taiwan, 彰化縣埤頭鄉崙腳村","(23.8799421, 120.4660059)"
3441,埤頭鄉元埔村,"523, Taiwan, 彰化縣埤頭鄉元埔村","(23.8705934, 120.4904831)"
3442,埤頭鄉芙朝村,"523, Taiwan, 彰化縣埤頭鄉芙朝村","(23.8731027, 120.478965)"
3443,埤頭鄉新庄村,"523, Taiwan, 彰化縣埤頭鄉新庄村","(23.8623906, 120.478965)"
3444,埤頭鄉陸嘉村,"523, Taiwan, 彰化縣埤頭鄉陸嘉村","(23.8595418, 120.4674459)"
3445,埤頭鄉竹圍村,"523, Taiwan, 彰化縣埤頭鄉竹圍村","(23.8536131, 120.4516055)"
3446,埤頭鄉中和村,"523, Taiwan, 彰化縣埤頭鄉中和村","(23.8500816, 120.461686)"
3447,埤頭鄉庄內村,"Taiwan, 彰化縣埤頭鄉庄內村","(23.8397678, 120.4660059)"
3448,埤頭鄉大湖村,"523, Taiwan, 彰化縣埤頭鄉大湖村","(23.8686585, 120.4501653)"
3449,芳苑鄉芳苑村,"528, Taiwan, 彰化縣芳苑鄉芳苑村","(23.930006, 120.3219289)"
3450,芳苑鄉芳中村,"528, Taiwan, 彰化縣芳苑鄉芳中村","(23.9277489, 120.3168833)"
3451,芳苑鄉仁愛村,"528, Taiwan, 彰化縣芳苑鄉仁愛村","(23.9219636, 120.3219289)"
3452,芳苑鄉信義村,"528, Taiwan, 彰化縣芳苑鄉信義村","(23.9211574, 120.3132792)"
3453,芳苑鄉後寮村,"528, Taiwan, 彰化縣芳苑鄉後寮村","(23.9179894, 120.3464333)"
3454,芳苑鄉三合村,"528, Taiwan, 彰化縣芳苑鄉三合村","(23.9101269, 120.3579632)"
3455,芳苑鄉永興村,"528, Taiwan, 彰化縣芳苑鄉永興村","(23.9464928, 120.3262535)"
3456,芳苑鄉五俊村,"528, Taiwan, 彰化縣芳苑鄉五俊村","(23.9299621, 120.3406679)"
3457,芳苑鄉路上村,"528, Taiwan, 彰化縣芳苑鄉路上村","(23.9002953, 120.3291365)"
3458,芳苑鄉路平村,"528, Taiwan, 彰化縣芳苑鄉路平村","(23.8988237, 120.3421093)"
3459,芳苑鄉三成村,"528, Taiwan, 彰化縣芳苑鄉三成村","(23.8870736, 120.3406679)"
3460,芳苑鄉福榮村,"528, Taiwan, 彰化縣芳苑鄉福榮村","(23.8918493, 120.324812)"
3461,芳苑鄉頂廍村,"528, Taiwan, 彰化縣芳苑鄉頂部村","(23.9110183, 120.3291365)"
3462,芳苑鄉新街村,"528, Taiwan, 彰化縣芳苑鄉新街村","(23.9040429, 120.3118375)"
3463,芳苑鄉王功村,"528, Taiwan, 彰化縣芳苑鄉王功村","(23.966235, 120.3464333)"
3464,芳苑鄉博愛村,"528, Taiwan, 彰化縣芳苑鄉博愛村","(23.96492, 120.3370645)"
3465,芳苑鄉和平村,"528, Taiwan, 彰化縣芳苑鄉和平村","(23.9602976, 120.330578)"
3466,芳苑鄉民生村,"528, Taiwan, 彰化縣芳苑鄉民生村","(23.9568787, 120.3370645)"
3467,芳苑鄉興仁村,"528, Taiwan, 彰化縣芳苑鄉興仁村","(23.9489012, 120.3521983)"
3468,芳苑鄉新寶村,"528, Taiwan, 彰化縣芳苑鄉新寶村","(23.9823162, 120.3464333)"
3469,芳苑鄉草湖村,"528, Taiwan, 彰化縣芳苑鄉草湖村","(23.9416106, 120.3795789)"
3470,芳苑鄉文津村,"528, Taiwan, 彰化縣芳苑鄉文津村","(23.9410362, 120.3637277)"
3471,芳苑鄉建平村,"528, Taiwan, 彰化縣芳苑鄉建平村","(23.9615655, 120.3925467)"
3472,芳苑鄉崙腳村,"528, Taiwan, 彰化縣芳苑鄉崙腳村","(23.9719415, 120.369492)"
3473,芳苑鄉新生村,"528, Taiwan, 彰化縣芳苑鄉新生村","(23.9875624, 120.3839017)"
3474,芳苑鄉漢寶村,"528, Taiwan, 彰化縣芳苑鄉漢寶村","(24.0115093, 120.3723741)"
3475,大城鄉潭墘村,"527, Taiwan, 彰化縣大城鄉潭墘村","(23.8404389, 120.3579632)"
3476,大城鄉上山村,"527, Taiwan, 彰化縣大城鄉上山村","(23.8602672, 120.3406679)"
3477,大城鄉東城村,"527, Taiwan, 彰化縣大城鄉東城村","(23.8520399, 120.3291365)"
3478,大城鄉西城村,"527, Taiwan, 彰化縣大城鄉西城村","(23.8561871, 120.3161625)"
3479,大城鄉大城村,"527, Taiwan, 彰化縣大城鄉大城村","(23.862359, 120.324812)"
3480,大城鄉菜寮村,"527, Taiwan, 彰化縣大城鄉菜寮村","(23.8665067, 120.3118375)"
3481,大城鄉山腳村,"527, Taiwan, 彰化縣大城鄉山腳村","(23.8392587, 120.3262535)"
3482,大城鄉永和村,"527, Taiwan, 彰化縣大城鄉永和村","(23.8302148, 120.3060706)"
3483,大城鄉頂庄村,"527, Taiwan, 彰化縣大城鄉頂庄村","(23.8446783, 120.2887685)"
3484,大城鄉公館村,"527, Taiwan, 彰化縣大城鄉公館村","(23.8475496, 120.3003035)"
3485,大城鄉臺西村,"527, Taiwan, 彰化縣大城鄉台西村","(23.8409906, 120.2685799)"
3486,大城鄉東港村,"527, Taiwan, 彰化縣大城鄉東港村","(23.8659143, 120.295978)"
3487,大城鄉西港村,"527, Taiwan, 彰化縣大城鄉西港村","(23.8620147, 120.2830007)"
3488,大城鄉豐美村,"527, Taiwan, 彰化縣大城鄉豐美村","(23.8813457, 120.3176041)"
3489,大城鄉三豐村,"527, Taiwan, 彰化縣大城鄉三豐村","(23.8850897, 120.3003035)"
3490,竹塘鄉竹元村,"525, Taiwan, 彰化縣竹塘鄉竹元村","(23.8600986, 120.4155972)"
3491,竹塘鄉竹塘村,"525, Taiwan, 彰化縣竹塘鄉竹塘村","(23.861927, 120.4256805)"
3492,竹塘鄉小西村,"525, Taiwan, 彰化縣竹塘鄉小西村","(23.8720672, 120.409835)"
3493,竹塘鄉民靖村,"525, Taiwan, 彰化縣竹塘鄉民靖村","(23.8815323, 120.4155972)"
3494,竹塘鄉五庄村,"525, Taiwan, 彰化縣竹塘鄉五庄村","(23.8658068, 120.4386437)"
3495,竹塘鄉樹腳村,"525, Taiwan, 彰化縣竹塘鄉樹腳村","(23.8443762, 120.4386437)"
3496,竹塘鄉田頭村,"525, Taiwan, 彰化縣竹塘鄉田頭村","(23.8311578, 120.4501653)"
3497,竹塘鄉新廣村,"525, Taiwan, 彰化縣竹塘鄉新廣村","(23.8361629, 120.427121)"
3498,竹塘鄉溪墘村,"525, Taiwan, 彰化縣竹塘鄉溪墘村","(23.8399148, 120.409835)"
3499,竹塘鄉竹林村,"525, Taiwan, 彰化縣竹塘鄉竹林村","(23.8597433, 120.3925467)"
3500,竹塘鄉土庫村,"525, Taiwan, 彰化縣竹塘鄉土庫村","(23.8518831, 120.4040725)"
3501,竹塘鄉內新村,"525, Taiwan, 彰化縣竹塘鄉內新村","(23.835001, 120.3954282)"
3502,竹塘鄉長安村,"525, Taiwan, 彰化縣竹塘鄉長安村","(23.8438872, 120.3853425)"
3503,竹塘鄉永安村,"525, Taiwan, 彰化縣竹塘鄉永安村","(23.8527737, 120.3752561)"
3504,溪州鄉溪厝村,"524, Taiwan, 彰化縣溪州鄉溪厝村","(23.8397128, 120.4847242)"
3505,溪州鄉舊眉村,"524, Taiwan, 彰化縣溪州鄉舊眉村","(23.8548631, 120.5135161)"
3506,溪州鄉柑園村,"524, Taiwan, 彰化縣溪州鄉柑園村","(23.8140151, 120.5351057)"
3507,溪州鄉水尾村,"524, Taiwan, 彰化縣溪州鄉水尾村","(23.8236976, 120.4660059)"
3508,溪州鄉坑厝村,"524, Taiwan, 彰化縣溪州鄉坑厝村","(23.8533309, 120.4775252)"
3509,溪州鄉圳寮村,"524, Taiwan, 彰化縣溪州鄉圳寮村","(23.8375441, 120.5192737)"
3510,溪州鄉潮洋村,"524, Taiwan, 彰化縣溪州鄉潮洋村","(23.8074662, 120.5221524)"
3511,溪州鄉瓦厝村,"524, Taiwan, 彰化縣溪州鄉瓦厝村","(23.8598822, 120.4904831)"
3512,溪州鄉西畔村,"524, Taiwan, 彰化縣溪州鄉西畔村","(23.8378778, 120.5423015)"
3513,溪州鄉張厝村,"524, Taiwan, 彰化縣溪州鄉張厝村","(23.8196579, 120.5091977)"
3514,溪州鄉溪州村,"524, Taiwan, 彰化縣溪州鄉溪州村","(23.8359519, 120.5020001)"
3515,溪州鄉成功村,"524, Taiwan, 彰化縣溪州鄉成功村","(23.8131581, 120.5451797)"
3516,溪州鄉菜公村,"524, Taiwan, 彰化縣溪州鄉菜公村","(23.8149844, 120.4876036)"
3517,溪州鄉尾厝村,"524, Taiwan, 彰化縣溪州鄉尾厝村","(23.8617031, 120.5005605)"
3518,溪州鄉大庄村,"524, Taiwan, 彰化縣溪州鄉大庄村","(23.8081377, 120.5682028)"
3519,溪州鄉三圳村,"524, Taiwan, 彰化縣溪州鄉三圳村","(23.8301979, 120.4976813)"
3520,溪州鄉東州村,"524, Taiwan, 彰化縣溪州鄉東州村","(23.8470605, 120.5063187)"
3521,溪州鄉榮光村,"524, Taiwan, 彰化縣溪州鄉榮光村","(23.8183795, 120.5825901)"
3522,溪州鄉三條村,"524, Taiwan, 彰化縣溪州鄉三條村","(23.8290008, 120.4847242)"
3523,員林市三和里,"510, Taiwan, 彰化縣員林市三和里","(23.9645343, 120.5811515)"
3524,員林市三橋里,"510, Taiwan, 彰化縣員林市三橋里","(23.9707125, 120.5804321)"
3525,員林市中央里,"510, Taiwan, 彰化縣員林市中央里","(23.9386451, 120.5710804)"
3526,員林市溝皂里,"510, Taiwan, 彰化縣員林市溝皂里","(23.9476958, 120.5725191)"
3527,員林市大饒里,"510, Taiwan, 彰化縣員林市大饒里","(23.9437587, 120.5782741)"
3528,員林市大明里,"510, Taiwan, 彰化縣員林市大明里","(23.9307715, 120.5825901)"
3529,員林市萬年里,"510, Taiwan, 彰化縣員林市萬年里","(23.9455647, 120.5883446)"
3530,員林市崙雅里,"510, Taiwan, 彰化縣員林市崙雅里","(23.9480007, 120.5955373)"
3531,員林市振興里,"510, Taiwan, 彰化縣員林市振興里","(23.95496, 120.6034488)"
3532,員林市林厝里,"510, Taiwan, 彰化縣員林市林厝里","(23.9368189, 120.6099215)"
3533,員林市出水里,"510, Taiwan, 彰化縣員林市出水里","(23.9446039, 120.617113)"
3534,員林市湖水里,"510, Taiwan, 彰化縣員林市湖水里","(23.953651, 120.6185513)"
3535,員林市大峯里,"510, Taiwan, 彰化縣員林市大峯里","(23.9606545, 120.617113)"
3536,員林市鎮興里,"510, Taiwan, 彰化縣員林市鎮興里","(23.9601154, 120.6012912)"
3537,員林市浮圳里,"510, Taiwan, 彰化縣員林市浮圳里","(23.9620095, 120.5926603)"
3538,員林市西東里,"510, Taiwan, 彰化縣員林市西東里","(23.9712988, 120.586906)"
3539,員林市南東里,"510, Taiwan, 彰化縣員林市南東里","(23.9715969, 120.6099215)"
3540,員林市中東里,"510, Taiwan, 彰化縣員林市中東里","(23.9734921, 120.6012912)"
3541,員林市東北里,"510, Taiwan, 彰化縣員林市東北里","(23.9804963, 120.5998528)"
3542,員林市三愛里,"510, Taiwan, 彰化縣員林市三愛里","(23.9713437, 120.5775547)"
3543,員林市三信里,"510, Taiwan, 彰化縣員林市三信里","(23.9664274, 120.5725191)"
3544,員林市三多里,"510, Taiwan, 彰化縣員林市三多里","(23.9717792, 120.5725191)"
3545,員林市仁愛里,"510, Taiwan, 彰化縣員林市仁愛里","(23.9590849, 120.5800724)"
3546,員林市忠孝里,"510, Taiwan, 彰化縣員林市忠孝里","(23.9570781, 120.5800724)"
3547,員林市東和里,"510, Taiwan, 彰化縣員林市東和里","(23.9563711, 120.5771951)"
3548,員林市民生里,"510, Taiwan, 彰化縣員林市民生里","(23.9542662, 120.576116)"
3549,員林市中正里,"510, Taiwan, 彰化縣員林市中正里","(23.9585955, 120.5746773)"
3550,員林市仁美里,"510, Taiwan, 彰化縣員林市仁美里","(23.9629248, 120.5732385)"
3551,員林市新興里,"510, Taiwan, 彰化縣員林市新興里","(23.9610157, 120.5743176)"
3552,員林市和平里,"510, Taiwan, 彰化縣員林市和平里","(23.9635557, 120.570361)"
3553,員林市光明里,"510, Taiwan, 彰化縣員林市光明里","(23.9573173, 120.5728788)"
